sale_date,year,month,quarter,day_of_week,is_weekend,total_units_sold,total_revenue,total_gross_profit,total_marketing_spend,revenue_lag_1day,revenue_lag_7day,revenue_lag_30day,revenue_lag_365day,ma_7day,ma_30day,has_campaign,is_holiday_season,is_december,days_until_black_friday,days_since_black_friday,days_until_christmas,days_since_christmas,days_until_ramadan,days_until_eid,days_until_cyber_monday,is_bf_week,is_xmas_2week,is_ramadan_month,dow_sin,dow_cos,month_sin,month_cos,rolling_std_7day,rolling_std_30day,days_since_last_campaign
2023-01-24,2023,1,1,1,0,10238,654856.93,330374.11,0.0,645105.0,647896.38,,,779970.0,825778.0,0,0,0,304,365,335,365,57,87,307,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,165519.25141536363,184155.46132293053,9
2023-01-25,2023,1,1,2,0,9919,647477.72,327105.61,0.0,654856.93,644189.66,,,780440.0,818646.0,0,0,0,303,365,334,365,56,86,306,0,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,165073.76817074066,183771.11678151676,10
2023-01-26,2023,1,1,3,0,9990,646707.34,327111.94,0.0,647477.72,663343.75,,,778063.0,812033.0,0,0,0,302,365,333,365,55,85,305,0,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,167147.36175554802,183188.3896829553,11
2023-01-27,2023,1,1,4,0,13453,849624.92,430029.18,0.0,646707.34,867312.6,,,775536.0,813425.0,0,0,0,301,365,332,365,54,84,304,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,165700.72196209038,179776.62027183172,12
2023-01-28,2023,1,1,5,1,15507,1002923.42,507522.88,0.0,849624.92,976054.32,,,779375.0,820193.0,0,0,0,300,365,331,365,53,83,303,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,171335.2752219659,180014.14593000372,13
2023-01-29,2023,1,1,6,1,15001,1005928.14,508751.07,0.0,1002923.42,1008928.76,,,778946.0,826598.0,0,0,0,299,365,330,365,52,82,302,0,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,170667.69304709882,180103.6835130369,14
2023-01-30,2023,1,1,0,0,9654,622316.66,314950.68,0.0,1005928.14,645105.0,,,775691.0,819788.0,0,0,0,298,365,329,365,51,81,301,0,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,173834.1777955154,180858.60177207438,15
2023-01-31,2023,1,1,1,0,9900,638586.83,323098.32,0.0,622316.66,654856.93,1133417.94,,773366.0,803294.0,0,0,0,297,365,328,365,50,80,300,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,175816.56344581093,173691.54031562578,16
2023-02-01,2023,2,1,2,0,9702,643255.67,325387.41,0.0,638586.83,647477.72,698894.69,,772763.0,801439.0,0,0,0,296,365,327,365,49,79,299,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,176326.91227204047,175135.77488334963,17
2023-02-02,2023,2,1,3,0,9927,659254.81,333307.01,0.0,643255.67,646707.34,713164.86,,774556.0,799642.0,0,0,0,295,365,326,365,48,78,298,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,174889.80404000517,176345.1589099495,18
2023-02-03,2023,2,1,4,0,13150,860411.78,434564.64,0.0,659254.81,849624.92,700771.7,,776097.0,804964.0,0,0,0,294,365,325,365,47,77,297,0,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,175707.10287002518,175666.1056451554,19
2023-02-04,2023,2,1,5,1,15396,983917.23,497981.17,0.0,860411.78,1002923.42,720935.33,,773382.0,813730.0,0,0,0,293,365,324,365,46,76,296,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,171719.40531330233,177876.080597066,20
2023-02-05,2023,2,1,6,1,15538,1013528.28,512153.56,0.0,983917.23,1005928.14,941099.22,,774467.0,816144.0,0,0,0,292,365,323,365,45,75,295,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,173450.0927534677,180141.58213036894,21
2023-02-06,2023,2,1,0,0,10007,645497.24,326275.08,0.0,1013528.28,622316.66,1083316.15,,777779.0,801550.0,0,0,0,291,365,322,365,44,74,294,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,170252.90176961193,175423.4912012825,22
2023-02-07,2023,2,1,1,0,9733,635579.56,321305.87,0.0,645497.24,638586.83,1100131.59,,777349.0,786065.0,0,0,0,290,365,321,365,43,73,293,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,170665.96563798902,168526.10252777374,23
2023-02-08,2023,2,1,2,0,9735,645178.03,326026.17,0.0,635579.56,643255.67,711756.15,,777624.0,783846.0,0,0,0,289,365,320,365,42,72,292,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,170415.59315235997,169970.58141754312,24
2023-02-09,2023,2,1,3,0,10061,640096.73,324177.55,0.0,645178.03,659254.81,703350.47,,774887.0,781737.0,0,0,0,288,365,319,365,41,71,291,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,172770.9910957668,171389.9453270158,25
2023-02-10,2023,2,1,4,0,12963,856165.01,432931.15,0.0,640096.73,860411.78,711812.89,,774280.0,786549.0,0,0,0,287,365,318,365,40,70,290,0,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,172427.7348544882,171385.46499608934,26
2023-02-11,2023,2,1,5,1,15538,990529.56,500953.11,0.0,856165.01,983917.23,703804.62,,775225.0,796107.0,0,0,0,286,365,317,365,39,69,289,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,173780.41528563527,174577.062001618,27
2023-02-12,2023,2,1,6,1,15480,995158.08,503992.41,0.0,990529.56,1013528.28,951520.2,,772601.0,797561.0,0,0,0,285,365,316,365,38,68,288,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,169672.08106896118,176091.86450134602,28
2023-02-13,2023,2,1,0,0,9890,640658.71,323358.23,0.0,995158.08,645497.24,1102734.76,,771909.0,782159.0,0,0,0,284,365,315,365,37,67,287,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,170284.93000025244,168524.25622116838,29
2023-02-14,2023,2,1,1,0,10029,645632.98,326772.6,0.0,640658.71,635579.56,1104377.4,,773346.0,766867.0,0,0,0,283,365,314,365,36,66,286,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,168980.87410458454,158811.50937123402,30
2023-02-15,2023,2,1,2,0,9719,623617.34,315390.14,0.0,645632.98,645178.03,629898.73,,770265.0,766658.0,0,0,0,282,365,313,365,35,65,285,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,171878.07260542366,159002.34380021624,31
2023-02-16,2023,2,1,3,0,9811,649601.15,328371.9,0.0,623617.34,640096.73,647896.38,,771623.0,766715.0,0,0,0,281,365,312,365,34,64,284,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,170711.99094784565,158958.7348645772,32
2023-02-17,2023,2,1,4,0,12982,840792.01,424416.54,0.0,649601.15,856165.01,644189.66,,769427.0,773268.0,0,0,0,280,365,311,365,33,63,283,0,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,169537.97526588943,157781.51471273982,33
2023-02-18,2023,2,1,5,1,15401,1000291.27,505541.42,0.0,840792.01,990529.56,663343.75,,770822.0,784500.0,0,0,0,279,365,310,365,32,62,282,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,171686.29539330216,161632.50596976682,34
2023-02-19,2023,2,1,6,1,15509,1007497.74,509248.8,0.0,1000291.27,995158.08,867312.6,,772584.0,789172.0,0,0,0,278,365,309,365,31,61,281,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,174415.2561583228,166074.56331974882,35
2023-02-20,2023,2,1,0,0,9785,645693.66,326333.08,0.0,1007497.74,640658.71,976054.32,,773304.0,778160.0,0,0,0,277,365,308,365,30,60,280,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,173789.78661654503,164197.6775105704,36
2023-02-21,2023,2,1,1,0,9618,644198.65,324671.19,0.0,645693.66,645632.98,1008928.76,,773099.0,766003.0,0,0,0,276,365,307,365,29,59,279,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,173966.15905860238,159970.13744603924,37
2023-02-22,2023,2,1,2,0,9828,640273.43,323682.97,0.0,644198.65,623617.34,645105.0,,775478.0,765842.0,0,0,0,275,365,306,365,28,58,278,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,171679.73370008115,160098.43083957254,38
2023-02-23,2023,2,1,3,0,10016,638737.65,322567.85,0.0,640273.43,649601.15,654856.93,,773926.0,765304.0,0,0,0,274,365,305,365,27,57,277,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,173050.8953480238,160510.2723479751,39
2023-02-24,2023,2,1,4,0,13025,842806.84,426731.15,0.0,638737.65,840792.01,647477.72,,774214.0,771815.0,0,0,0,273,365,304,365,26,56,276,0,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,173182.27381801698,159524.57416050843,40
2023-02-25,2023,2,1,5,1,15576,1028542.18,519888.71,0.0,842806.84,1000291.27,646707.34,,778250.0,784543.0,0,0,0,272,365,303,365,25,55,275,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,179541.29730953622,164357.82246725695,41
2023-02-26,2023,2,1,6,1,15508,1007736.7,509546.99,0.0,1028542.18,1007497.74,849624.92,,778284.0,789814.0,0,0,0,271,365,302,365,24,54,274,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,179592.16559178245,168986.60648981703,42
2023-02-27,2023,2,1,0,0,9724,637517.61,321336.23,0.0,1007736.7,645693.66,1002923.42,,777116.0,777633.0,0,0,0,270,365,301,365,23,53,273,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,180621.84569433515,166242.99472868128,43
2023-02-28,2023,2,1,1,0,9944,633863.11,319880.15,0.0,637517.61,644198.65,1005928.14,,775640.0,765231.0,0,0,0,269,365,300,365,22,52,272,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,181927.00828483418,162459.78271840882,44
2023-03-01,2023,3,1,2,0,10768,749248.92,377634.52,0.0,633863.11,640273.43,622316.66,,791208.0,769462.0,0,0,0,268,365,299,365,21,51,271,0,0,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,172848.94832341516,160247.22843067627,45
2023-03-02,2023,3,1,3,0,10433,729033.82,367456.89,0.0,749248.92,638737.65,638586.83,,804107.0,772477.0,0,0,0,267,365,298,365,20,50,270,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,162641.8768333494,158541.78591650218,46
2023-03-03,2023,3,1,4,0,13958,965977.62,486775.94,0.0,729033.82,842806.84,643255.67,,821703.0,783235.0,0,0,0,266,365,297,365,19,49,269,0,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,173806.119325498,160409.17551605776,47
2023-03-04,2023,3,1,5,1,16393,1139334.56,575601.04,0.0,965977.62,1028542.18,659254.81,,837530.0,799237.0,0,0,0,265,365,296,365,18,48,268,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,198999.67866008775,171198.1766213378,48
2023-03-05,2023,3,1,6,1,16725,1139094.72,574946.19,0.0,1139334.56,1007736.7,860411.78,,856296.0,808527.0,0,0,0,264,365,295,365,17,47,267,0,0,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,222527.56927535057,181860.84357644734,49
2023-03-06,2023,3,1,0,0,10528,721627.62,363584.16,0.0,1139094.72,637517.61,983917.23,,868311.0,799784.0,0,0,0,263,365,294,365,16,46,266,0,0,0,0.0,1.0,1.0,6.123233995736766e-17,210702.04104733217,179426.67632538217,50
2023-03-07,2023,3,1,1,0,10637,732990.19,369962.43,0.0,721627.62,633863.11,1013528.28,,882472.0,790432.0,0,0,0,262,365,293,365,15,45,265,0,0,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,195070.1471884307,175162.51263945538,51
2023-03-08,2023,3,1,2,0,10600,723992.26,365064.55,0.0,732990.19,749248.92,645497.24,,878864.0,793049.0,0,0,0,261,365,292,365,14,44,264,0,0,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,198154.1947473001,173501.2645195812,52
2023-03-09,2023,3,1,3,0,10495,721589.5,363829.46,0.0,723992.26,729033.82,635579.56,,877801.0,795916.0,0,0,0,260,365,291,365,13,43,263,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,199110.01313278006,171508.64392795184,53
2023-03-10,2023,3,1,4,0,13932,969452.94,489226.89,0.0,721589.5,965977.62,645178.03,,878297.0,806725.0,0,0,0,259,365,290,365,12,42,262,0,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,199370.68527778535,171899.05593318352,54
2023-03-11,2023,3,1,5,1,16269,1149758.69,580006.25,0.0,969452.94,1139334.56,640096.73,,879787.0,823714.0,0,0,0,258,365,289,365,11,41,261,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,201671.0732743881,179863.72352531657,55
2023-03-12,2023,3,1,6,1,16136,1122606.32,565484.22,0.0,1149758.69,1139094.72,856165.01,,877431.0,832595.0,0,0,0,257,365,288,365,10,40,260,0,0,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,198204.10632606407,187919.19528072703,56
2023-03-13,2023,3,1,0,0,10369,723208.52,365348.97,0.0,1122606.32,721627.62,990529.56,,877657.0,823684.0,0,0,0,256,365,287,365,9,39,259,0,0,0,0.0,1.0,1.0,6.123233995736766e-17,197997.78173637824,186504.62298137706,57
2023-03-14,2023,3,1,1,0,10522,720982.94,363565.87,0.0,723208.52,732990.19,995158.08,,875942.0,814545.0,0,0,0,255,365,286,365,8,38,258,0,0,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,199506.22643310754,184519.3141726405,58
2023-03-15,2023,3,1,2,0,10696,732041.65,368890.65,0.0,720982.94,723992.26,640658.71,,877092.0,817591.0,0,0,0,254,365,285,365,7,37,257,0,0,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,198505.14013872904,182290.5867498285,59
2023-03-16,2023,3,1,3,0,10515,728053.8,367125.19,0.0,732041.65,721589.5,645632.98,,878015.0,820339.0,0,0,0,253,365,284,365,6,36,256,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,197674.45387096115,180218.90167949122,60
2023-03-17,2023,3,1,4,0,13678,959361.79,484101.47,0.0,728053.8,969452.94,623617.34,,876573.0,831530.0,0,0,0,252,365,283,365,5,35,255,0,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,196931.88074287286,177992.3785105456,61
2023-03-18,2023,3,1,5,1,16546,1124334.48,567966.62,0.0,959361.79,1149758.69,649601.15,,872941.0,847355.0,0,0,0,251,365,282,365,4,34,254,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,191204.95193235332,182310.9350910217,62
2023-03-19,2023,3,1,6,1,16500,1160414.56,586309.24,0.0,1124334.48,1122606.32,840792.01,,878343.0,858009.0,0,0,0,250,365,281,365,3,33,253,0,0,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,199774.8906233827,191044.24038445542,63
2023-03-20,2023,3,1,0,0,10670,737646.56,371658.76,0.0,1160414.56,723208.52,1000291.27,,880405.0,849254.0,0,0,0,249,365,280,365,2,32,252,0,0,1,0.0,1.0,1.0,6.123233995736766e-17,197972.6651005224,190315.75456295215,64
2023-03-21,2023,3,1,1,0,10516,702681.7,354448.33,0.0,737646.56,720982.94,1007497.74,,877791.0,839093.0,0,0,0,248,365,279,365,1,31,251,0,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,200533.20218715668,189711.91870256024,65
2023-03-22,2023,3,1,2,0,16157,982348.36,495335.73,661.5,702681.7,732041.65,645693.66,,913549.0,850315.0,1,0,0,247,365,278,365,0,30,250,0,0,1,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,192362.69682849318,187824.97108983158,0
2023-03-23,2023,3,1,3,0,16059,987207.05,497221.42,661.5,982348.36,728053.8,644198.65,,950571.0,861749.0,1,0,0,246,365,277,365,354,29,249,0,0,1,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,174853.87595317603,185267.91928161282,0
2023-03-24,2023,3,1,4,0,21829,1272394.81,641018.12,661.5,987207.05,959361.79,640273.43,,995290.0,882820.0,1,0,0,245,365,276,365,353,28,248,0,0,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,213283.16599786558,194905.93005092588,0
2023-03-25,2023,3,1,5,1,24957,1526497.32,767637.4,661.5,1272394.81,1124334.48,638737.65,,1052741.0,912412.0,1,0,0,244,365,275,365,352,27,247,0,0,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,293076.29396714456,222069.87028692485,0
2023-03-26,2023,3,1,6,1,24909,1514232.39,762052.27,661.5,1526497.32,1160414.56,842806.84,,1103287.0,934792.0,1,0,0,243,365,274,365,351,26,246,0,0,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,341286.484522948,247222.65511806664,0
2023-03-27,2023,3,1,0,0,16263,976074.28,491193.7,661.5,1514232.39,737646.56,1028542.18,,1137348.0,933043.0,1,0,0,242,365,273,365,350,25,245,0,0,1,0.0,1.0,1.0,6.123233995736766e-17,309092.1858061853,246721.65015497562,0
2023-03-28,2023,3,1,1,0,15710,984770.61,496375.8,661.5,976074.28,702681.7,1007736.7,,1177646.0,932278.0,1,0,0,241,365,272,365,349,24,244,0,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,256971.2093576307,246517.44325814774,0
2023-03-29,2023,3,1,2,0,16482,988814.31,498789.82,661.5,984770.61,982348.36,637517.61,,1178570.0,943988.0,1,0,0,240,365,271,365,348,23,243,0,0,1,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,256162.5381592442,240298.2124757589,0
2023-03-30,2023,3,1,3,0,15988,957492.96,482565.73,661.5,988814.31,987207.05,633863.11,,1174325.0,954776.0,1,0,0,239,365,270,365,347,22,242,0,0,1,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,260078.39485030217,233050.79534512368,0
2023-03-31,2023,3,1,4,0,21648,1303855.54,657118.42,661.5,957492.96,1272394.81,749248.92,,1178820.0,973262.0,1,0,0,238,365,269,365,346,21,241,0,0,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,262317.7748696094,238127.04976162215,0
2023-04-01,2023,4,2,5,1,25371,1536689.13,774103.53,661.5,1303855.54,1526497.32,729033.82,,1180276.0,1000184.0,1,0,0,237,365,268,365,345,20,240,0,0,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,264587.6206423394,254645.71607966477,0
2023-04-02,2023,4,2,6,1,24469,1542578.52,776692.09,661.5,1536689.13,1514232.39,965977.62,,1184325.0,1019404.0,1,0,0,236,365,267,365,344,19,239,0,0,1,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,270696.98185712873,273068.6384038156,0
2023-04-03,2023,4,2,0,0,16267,987921.98,498066.11,661.5,1542578.52,976074.28,1139334.56,,1186018.0,1014357.0,1,0,0,235,365,266,365,343,18,238,0,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998,269210.84241675347,272173.3489652121,0
2023-04-04,2023,4,2,1,0,16307,976500.07,492296.04,661.5,987921.98,984770.61,1139094.72,,1184836.0,1008937.0,1,0,0,234,365,265,365,342,17,237,0,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,270257.3891672367,271221.000273447,0
2023-04-05,2023,4,2,2,0,15742,961009.71,483938.36,661.5,976500.07,988814.31,721627.62,,1180864.0,1016917.0,1,0,0,233,365,264,365,341,16,236,0,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,273799.68509195774,265946.85395064775,0
2023-04-06,2023,4,2,3,0,15975,981392.72,494551.99,661.5,961009.71,957492.96,732990.19,,1184278.0,1025197.0,1,0,0,232,365,263,365,340,15,235,0,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,270681.29359012196,260615.65099161322,0
2023-04-07,2023,4,2,4,0,20822,1304471.19,659072.56,661.5,981392.72,1303855.54,723992.26,,1184366.0,1044546.0,1,0,0,231,365,262,365,339,14,234,0,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,270726.71848424466,259025.56805047166,0
