sale_date,year,month,quarter,day_of_week,is_weekend,total_units_sold,total_revenue,total_gross_profit,total_marketing_spend,revenue_lag_1day,revenue_lag_7day,revenue_lag_30day,revenue_lag_365day,ma_7day,ma_30day,has_campaign,is_holiday_season,is_december
2023-01-25,2023,1,1,2,0,9919,647477.72,327105.61,0.0,654856.93,644189.66,,,780440.0,818646.0,0,0,0
2023-01-26,2023,1,1,3,0,9990,646707.34,327111.94,0.0,647477.72,663343.75,,,778063.0,812033.0,0,0,0
2023-01-27,2023,1,1,4,0,13453,849624.92,430029.18,0.0,646707.34,867312.6,,,775536.0,813425.0,0,0,0
2023-01-28,2023,1,1,5,1,15507,1002923.42,507522.88,0.0,849624.92,976054.32,,,779375.0,820193.0,0,0,0
2023-01-29,2023,1,1,6,1,15001,1005928.14,508751.07,0.0,1002923.42,1008928.76,,,778946.0,826598.0,0,0,0
2023-01-30,2023,1,1,0,0,9654,622316.66,314950.68,0.0,1005928.14,645105.0,,,775691.0,819788.0,0,0,0
2023-01-31,2023,1,1,1,0,9900,638586.83,323098.32,0.0,622316.66,654856.93,1133417.94,,773366.0,803294.0,0,0,0
2023-02-01,2023,2,1,2,0,9702,643255.67,325387.41,0.0,638586.83,647477.72,698894.69,,772763.0,801439.0,0,0,0
2023-02-02,2023,2,1,3,0,9927,659254.81,333307.01,0.0,643255.67,646707.34,713164.86,,774556.0,799642.0,0,0,0
2023-02-03,2023,2,1,4,0,13150,860411.78,434564.64,0.0,659254.81,849624.92,700771.7,,776097.0,804964.0,0,0,0
2023-02-04,2023,2,1,5,1,15396,983917.23,497981.17,0.0,860411.78,1002923.42,720935.33,,773382.0,813730.0,0,0,0
2023-02-05,2023,2,1,6,1,15538,1013528.28,512153.56,0.0,983917.23,1005928.14,941099.22,,774467.0,816144.0,0,0,0
2023-02-06,2023,2,1,0,0,10007,645497.24,326275.08,0.0,1013528.28,622316.66,1083316.15,,777779.0,801550.0,0,0,0
2023-02-07,2023,2,1,1,0,9733,635579.56,321305.87,0.0,645497.24,638586.83,1100131.59,,777349.0,786065.0,0,0,0
2023-02-08,2023,2,1,2,0,9735,645178.03,326026.17,0.0,635579.56,643255.67,711756.15,,777624.0,783846.0,0,0,0
2023-02-09,2023,2,1,3,0,10061,640096.73,324177.55,0.0,645178.03,659254.81,703350.47,,774887.0,781737.0,0,0,0
2023-02-10,2023,2,1,4,0,12963,856165.01,432931.15,0.0,640096.73,860411.78,711812.89,,774280.0,786549.0,0,0,0
2023-02-11,2023,2,1,5,1,15538,990529.56,500953.11,0.0,856165.01,983917.23,703804.62,,775225.0,796107.0,0,0,0
2023-02-12,2023,2,1,6,1,15480,995158.08,503992.41,0.0,990529.56,1013528.28,951520.2,,772601.0,797561.0,0,0,0
2023-02-13,2023,2,1,0,0,9890,640658.71,323358.23,0.0,995158.08,645497.24,1102734.76,,771909.0,782159.0,0,0,0
2023-02-14,2023,2,1,1,0,10029,645632.98,326772.6,0.0,640658.71,635579.56,1104377.4,,773346.0,766867.0,0,0,0
2023-02-15,2023,2,1,2,0,9719,623617.34,315390.14,0.0,645632.98,645178.03,629898.73,,770265.0,766658.0,0,0,0
2023-02-16,2023,2,1,3,0,9811,649601.15,328371.9,0.0,623617.34,640096.73,647896.38,,771623.0,766715.0,0,0,0
2023-02-17,2023,2,1,4,0,12982,840792.01,424416.54,0.0,649601.15,856165.01,644189.66,,769427.0,773268.0,0,0,0
2023-02-18,2023,2,1,5,1,15401,1000291.27,505541.42,0.0,840792.01,990529.56,663343.75,,770822.0,784500.0,0,0,0
2023-02-19,2023,2,1,6,1,15509,1007497.74,509248.8,0.0,1000291.27,995158.08,867312.6,,772584.0,789172.0,0,0,0
2023-02-20,2023,2,1,0,0,9785,645693.66,326333.08,0.0,1007497.74,640658.71,976054.32,,773304.0,778160.0,0,0,0
2023-02-21,2023,2,1,1,0,9618,644198.65,324671.19,0.0,645693.66,645632.98,1008928.76,,773099.0,766003.0,0,0,0
2023-02-22,2023,2,1,2,0,9828,640273.43,323682.97,0.0,644198.65,623617.34,645105.0,,775478.0,765842.0,0,0,0
2023-02-23,2023,2,1,3,0,10016,638737.65,322567.85,0.0,640273.43,649601.15,654856.93,,773926.0,765304.0,0,0,0
2023-02-24,2023,2,1,4,0,13025,842806.84,426731.15,0.0,638737.65,840792.01,647477.72,,774214.0,771815.0,0,0,0
2023-02-25,2023,2,1,5,1,15576,1028542.18,519888.71,0.0,842806.84,1000291.27,646707.34,,778250.0,784543.0,0,0,0
2023-02-26,2023,2,1,6,1,15508,1007736.7,509546.99,0.0,1028542.18,1007497.74,849624.92,,778284.0,789814.0,0,0,0
2023-02-27,2023,2,1,0,0,9724,637517.61,321336.23,0.0,1007736.7,645693.66,1002923.42,,777116.0,777633.0,0,0,0
2023-02-28,2023,2,1,1,0,9944,633863.11,319880.15,0.0,637517.61,644198.65,1005928.14,,775640.0,765231.0,0,0,0
2023-03-01,2023,3,1,2,0,10768,749248.92,377634.52,0.0,633863.11,640273.43,622316.66,,791208.0,769462.0,0,0,0
2023-03-02,2023,3,1,3,0,10433,729033.82,367456.89,0.0,749248.92,638737.65,638586.83,,804107.0,772477.0,0,0,0
2023-03-03,2023,3,1,4,0,13958,965977.62,486775.94,0.0,729033.82,842806.84,643255.67,,821703.0,783235.0,0,0,0
2023-03-04,2023,3,1,5,1,16393,1139334.56,575601.04,0.0,965977.62,1028542.18,659254.81,,837530.0,799237.0,0,0,0
2023-03-05,2023,3,1,6,1,16725,1139094.72,574946.19,0.0,1139334.56,1007736.7,860411.78,,856296.0,808527.0,0,0,0
2023-03-06,2023,3,1,0,0,10528,721627.62,363584.16,0.0,1139094.72,637517.61,983917.23,,868311.0,799784.0,0,0,0
2023-03-07,2023,3,1,1,0,10637,732990.19,369962.43,0.0,721627.62,633863.11,1013528.28,,882472.0,790432.0,0,0,0
2023-03-08,2023,3,1,2,0,10600,723992.26,365064.55,0.0,732990.19,749248.92,645497.24,,878864.0,793049.0,0,0,0
2023-03-09,2023,3,1,3,0,10495,721589.5,363829.46,0.0,723992.26,729033.82,635579.56,,877801.0,795916.0,0,0,0
2023-03-10,2023,3,1,4,0,13932,969452.94,489226.89,0.0,721589.5,965977.62,645178.03,,878297.0,806725.0,0,0,0
2023-03-11,2023,3,1,5,1,16269,1149758.69,580006.25,0.0,969452.94,1139334.56,640096.73,,879787.0,823714.0,0,0,0
2023-03-12,2023,3,1,6,1,16136,1122606.32,565484.22,0.0,1149758.69,1139094.72,856165.01,,877431.0,832595.0,0,0,0
2023-03-13,2023,3,1,0,0,10369,723208.52,365348.97,0.0,1122606.32,721627.62,990529.56,,877657.0,823684.0,0,0,0
2023-03-14,2023,3,1,1,0,10522,720982.94,363565.87,0.0,723208.52,732990.19,995158.08,,875942.0,814545.0,0,0,0
2023-03-15,2023,3,1,2,0,10696,732041.65,368890.65,0.0,720982.94,723992.26,640658.71,,877092.0,817591.0,0,0,0
2023-03-16,2023,3,1,3,0,10515,728053.8,367125.19,0.0,732041.65,721589.5,645632.98,,878015.0,820339.0,0,0,0
2023-03-17,2023,3,1,4,0,13678,959361.79,484101.47,0.0,728053.8,969452.94,623617.34,,876573.0,831530.0,0,0,0
2023-03-18,2023,3,1,5,1,16546,1124334.48,567966.62,0.0,959361.79,1149758.69,649601.15,,872941.0,847355.0,0,0,0
2023-03-19,2023,3,1,6,1,16500,1160414.56,586309.24,0.0,1124334.48,1122606.32,840792.01,,878343.0,858009.0,0,0,0
2023-03-20,2023,3,1,0,0,10670,737646.56,371658.76,0.0,1160414.56,723208.52,1000291.27,,880405.0,849254.0,0,0,0
2023-03-21,2023,3,1,1,0,10516,702681.7,354448.33,0.0,737646.56,720982.94,1007497.74,,877791.0,839093.0,0,0,0
2023-03-22,2023,3,1,2,0,16157,982348.36,495335.73,661.5,702681.7,732041.65,645693.66,,913549.0,850315.0,1,0,0
2023-03-23,2023,3,1,3,0,16059,987207.05,497221.42,661.5,982348.36,728053.8,644198.65,,950571.0,861749.0,1,0,0
2023-03-24,2023,3,1,4,0,21829,1272394.81,641018.12,661.5,987207.05,959361.79,640273.43,,995290.0,882820.0,1,0,0
2023-03-25,2023,3,1,5,1,24957,1526497.32,767637.4,661.5,1272394.81,1124334.48,638737.65,,1052741.0,912412.0,1,0,0
2023-03-26,2023,3,1,6,1,24909,1514232.39,762052.27,661.5,1526497.32,1160414.56,842806.84,,1103287.0,934792.0,1,0,0
2023-03-27,2023,3,1,0,0,16263,976074.28,491193.7,661.5,1514232.39,737646.56,1028542.18,,1137348.0,933043.0,1,0,0
2023-03-28,2023,3,1,1,0,15710,984770.61,496375.8,661.5,976074.28,702681.7,1007736.7,,1177646.0,932278.0,1,0,0
2023-03-29,2023,3,1,2,0,16482,988814.31,498789.82,661.5,984770.61,982348.36,637517.61,,1178570.0,943988.0,1,0,0
2023-03-30,2023,3,1,3,0,15988,957492.96,482565.73,661.5,988814.31,987207.05,633863.11,,1174325.0,954776.0,1,0,0
2023-03-31,2023,3,1,4,0,21648,1303855.54,657118.42,661.5,957492.96,1272394.81,749248.92,,1178820.0,973262.0,1,0,0
2023-04-01,2023,4,2,5,1,25371,1536689.13,774103.53,661.5,1303855.54,1526497.32,729033.82,,1180276.0,1000184.0,1,0,0
2023-04-02,2023,4,2,6,1,24469,1542578.52,776692.09,661.5,1536689.13,1514232.39,965977.62,,1184325.0,1019404.0,1,0,0
2023-04-03,2023,4,2,0,0,16267,987921.98,498066.11,661.5,1542578.52,976074.28,1139334.56,,1186018.0,1014357.0,1,0,0
2023-04-04,2023,4,2,1,0,16307,976500.07,492296.04,661.5,987921.98,984770.61,1139094.72,,1184836.0,1008937.0,1,0,0
2023-04-05,2023,4,2,2,0,15742,961009.71,483938.36,661.5,976500.07,988814.31,721627.62,,1180864.0,1016917.0,1,0,0
2023-04-06,2023,4,2,3,0,15975,981392.72,494551.99,661.5,961009.71,957492.96,732990.19,,1184278.0,1025197.0,1,0,0
2023-04-07,2023,4,2,4,0,20822,1304471.19,659072.56,661.5,981392.72,1303855.54,723992.26,,1184366.0,1044546.0,1,0,0
2023-04-08,2023,4,2,5,1,24960,1520687.97,764327.26,661.5,1304471.19,1536689.13,721589.5,,1182080.0,1071183.0,1,0,0
2023-04-09,2023,4,2,6,1,25458,1563143.3,788372.27,661.5,1520687.97,1542578.52,969452.94,,1185018.0,1090972.0,1,0,0
2023-04-10,2023,4,2,0,0,16167,986921.97,497374.04,661.5,1563143.3,987921.98,1149758.69,,1184875.0,1085545.0,1,0,0
2023-04-11,2023,4,2,1,0,15805,977362.66,492394.35,661.5,986921.97,976500.07,1122606.32,,1184999.0,1080703.0,1,0,0
2023-04-12,2023,4,2,2,0,16542,1002191.18,504984.88,661.5,977362.66,961009.71,723208.52,,1190882.0,1090003.0,1,0,0
2023-04-13,2023,4,2,3,0,16147,980771.02,494077.97,661.5,1002191.18,981392.72,720982.94,,1190793.0,1098662.0,1,0,0
2023-04-14,2023,4,2,4,0,21465,1280773.47,645506.6,661.5,980771.02,1304471.19,732041.65,,1187407.0,1116953.0,1,0,0
2023-04-15,2023,4,2,5,1,25166,1514365.15,763787.1,661.5,1280773.47,1520687.97,728053.8,,1186504.0,1143164.0,1,0,0
2023-04-16,2023,4,2,6,1,24408,1507560.24,759117.2,661.5,1514365.15,1563143.3,959361.79,,1178564.0,1161437.0,1,0,0
2023-04-17,2023,4,2,0,0,15512,966467.16,486962.2,661.5,1507560.24,986921.97,1124334.48,,1175642.0,1156175.0,1,0,0
2023-04-18,2023,4,2,1,0,16177,988586.77,498466.83,661.5,966467.16,977362.66,1160414.56,,1177245.0,1150447.0,1,0,0
2023-04-19,2023,4,2,2,0,16075,995855.63,501499.95,661.5,988586.77,1002191.18,737646.56,,1176340.0,1159054.0,1,0,0
2023-04-20,2023,4,2,3,0,16301,975407.99,491718.02,661.5,995855.63,980771.02,702681.7,,1175574.0,1168145.0,1,0,0
2023-04-21,2023,4,2,4,0,40056,2278702.11,1155711.15,4189.5,975407.99,1280773.47,982348.36,,1318135.0,1211357.0,1,0,0
2023-04-22,2023,4,2,5,1,29583,1995480.9,1013738.53,4000.5,2278702.11,1514365.15,987207.05,,1386866.0,1244966.0,1,0,0
2023-04-23,2023,4,2,6,1,29665,2000632.36,1012175.01,4000.5,1995480.9,1507560.24,1272394.81,,1457305.0,1269240.0,1,0,0
2023-04-24,2023,4,2,0,0,18974,1272410.7,644253.79,4000.5,2000632.36,966467.16,1526497.32,,1501011.0,1260771.0,1,0,0
2023-04-25,2023,4,2,1,0,19571,1278246.59,645945.29,4000.5,1272410.7,988586.77,1514232.39,,1542391.0,1252905.0,1,0,0
2023-04-26,2023,4,2,2,0,19624,1268414.94,643598.45,4000.5,1278246.59,995855.63,976074.28,,1581328.0,1262649.0,1,0,0
2023-04-27,2023,4,2,3,0,19683,1296943.31,656652.4,4000.5,1268414.94,975407.99,984770.61,,1627262.0,1273055.0,1,0,0
2023-04-28,2023,4,2,4,0,25532,1687610.2,854356.09,4000.5,1296943.31,2278702.11,988814.31,,1542820.0,1296348.0,1,0,0
2023-04-29,2023,4,2,5,1,16533,1148652.26,580515.07,0.0,1687610.2,1995480.9,957492.96,,1421844.0,1302720.0,0,0,0
2023-04-30,2023,4,2,6,1,16669,1165614.28,588690.63,0.0,1148652.26,2000632.36,1303855.54,,1302556.0,1298112.0,0,0,0
2023-05-01,2023,5,2,0,0,9988,682655.16,345429.28,0.0,1165614.28,1272410.7,1536689.13,,1218305.0,1269644.0,0,0,0
2023-05-02,2023,5,2,1,0,9778,678805.57,343006.84,0.0,682655.16,1278246.59,1542578.52,,1132671.0,1240852.0,0,0,0
2023-05-03,2023,5,2,2,0,9817,686899.56,347373.28,0.0,678805.57,1268414.94,987921.98,,1049597.0,1230818.0,0,0,0
2023-05-04,2023,5,2,3,0,10264,715091.13,362115.93,0.0,686899.56,1296943.31,976500.07,,966475.0,1222104.0,0,0,0
2023-05-05,2023,5,2,4,0,13338,923474.12,467692.75,0.0,715091.13,1687610.2,961009.71,,857313.0,1220853.0,0,0,0
2023-05-06,2023,5,2,5,1,16029,1100303.07,557135.03,0.0,923474.12,1148652.26,981392.72,,850406.0,1224817.0,0,0,0
2023-05-07,2023,5,2,6,1,15512,1087346.0,550559.67,0.0,1100303.07,1165614.28,1304471.19,,839225.0,1217579.0,0,0,0
2023-05-08,2023,5,2,0,0,9957,692126.5,349821.11,0.0,1087346.0,682655.16,1520687.97,,840578.0,1189961.0,0,0,0
2023-05-09,2023,5,2,1,0,10195,705279.47,357153.38,0.0,692126.5,678805.57,1563143.3,,844360.0,1161365.0,0,0,0
2023-05-10,2023,5,2,2,0,9979,679310.42,344234.53,0.0,705279.47,686899.56,986921.97,,843276.0,1151111.0,0,0,0
2023-05-11,2023,5,2,3,0,10101,684420.44,346817.16,0.0,679310.42,715091.13,977362.66,,838894.0,1141347.0,0,0,0
2023-05-12,2023,5,2,4,0,13081,902144.2,456820.76,0.0,684420.44,923474.12,1002191.18,,835847.0,1138012.0,0,0,0
2023-05-13,2023,5,2,5,1,15516,1079867.69,547138.69,0.0,902144.2,1100303.07,980771.02,,832928.0,1141315.0,0,0,0
2023-05-14,2023,5,2,6,1,15526,1052876.12,531691.26,0.0,1079867.69,1087346.0,1280773.47,,828004.0,1133718.0,0,0,0
2023-05-15,2023,5,2,0,0,9898,679829.11,343573.9,0.0,1052876.12,692126.5,1514365.15,,826247.0,1105900.0,0,0,0
2023-05-16,2023,5,2,1,0,10007,693577.56,351162.57,0.0,679829.11,705279.47,1507560.24,,824575.0,1078768.0,0,0,0
2023-05-17,2023,5,2,2,0,9804,685874.63,346522.5,0.0,693577.56,679310.42,966467.16,,825513.0,1069415.0,0,0,0
2023-05-18,2023,5,2,3,0,10008,699986.99,354151.25,0.0,685874.63,684420.44,988586.77,,827737.0,1059795.0,0,0,0
2023-05-19,2023,5,2,4,0,13051,922204.62,466778.65,0.0,699986.99,902144.2,995855.63,,830602.0,1057340.0,0,0,0
2023-05-20,2023,5,2,5,1,15683,1096494.7,555527.47,0.0,922204.62,1079867.69,975407.99,,832978.0,1061376.0,0,0,0
2023-05-21,2023,5,2,6,1,15158,1066637.49,539374.55,0.0,1096494.7,1052876.12,2278702.11,,834944.0,1020974.0,0,0,0
2023-05-22,2023,5,2,0,0,10035,697476.89,352864.32,0.0,1066637.49,679829.11,1995480.9,,837465.0,977707.0,0,0,0
2023-05-23,2023,5,2,1,0,9967,707124.05,358108.42,0.0,697476.89,693577.56,2000632.36,,839400.0,934590.0,0,0,0
2023-05-24,2023,5,2,2,0,9998,700284.02,354296.45,0.0,707124.05,685874.63,1272410.7,,841458.0,915519.0,0,0,0
2023-05-25,2023,5,2,3,0,10057,689011.07,348685.17,0.0,700284.02,699986.99,1278246.59,,839890.0,895878.0,0,0,0
2023-05-26,2023,5,2,4,0,13373,930640.56,471049.44,0.0,689011.07,922204.62,1268414.94,,841096.0,884619.0,0,0,0
2023-05-27,2023,5,2,5,1,15568,1063563.52,539462.78,0.0,930640.56,1096494.7,1296943.31,,836391.0,876839.0,0,0,0
2023-05-28,2023,5,2,6,1,15561,1085969.0,549213.09,0.0,1063563.52,1066637.49,1687610.2,,839153.0,856785.0,0,0,0
2023-05-29,2023,5,2,0,0,9917,695281.52,351985.38,0.0,1085969.0,697476.89,1148652.26,,838839.0,841672.0,0,0,0
2023-05-30,2023,5,2,1,0,9948,686400.99,347300.5,0.0,695281.52,707124.05,1165614.28,,835879.0,825699.0,0,0,0
2023-05-31,2023,5,2,2,0,9933,697941.54,353100.11,0.0,686400.99,700284.02,682655.16,,835544.0,826208.0,0,0,0
2023-06-01,2023,6,2,3,0,9996,677487.92,342481.11,0.0,697941.54,689011.07,678805.57,,833898.0,826164.0,0,0,0
2023-06-02,2023,6,2,4,0,13207,923014.7,467771.7,0.0,677487.92,930640.56,686899.56,,832808.0,834035.0,0,0,0
2023-06-03,2023,6,2,5,1,15424,1082724.98,547033.24,0.0,923014.7,1063563.52,715091.13,,835546.0,846289.0,0,0,0
2023-06-04,2023,6,2,6,1,15629,1077452.43,545572.59,0.0,1082724.98,1085969.0,923474.12,,834329.0,851422.0,0,0,0
2023-06-05,2023,6,2,0,0,10065,673387.37,340855.68,0.0,1077452.43,695281.52,1100303.07,,831201.0,837191.0,0,0,0
2023-06-06,2023,6,2,1,0,9919,668392.14,338316.09,0.0,673387.37,686400.99,1087346.0,,828629.0,823226.0,0,0,0
2023-06-07,2023,6,2,2,0,10076,684623.24,346050.78,0.0,668392.14,697941.54,692126.5,,826726.0,822976.0,0,0,0
2023-06-08,2023,6,2,3,0,10027,705192.08,356951.44,0.0,684623.24,677487.92,705279.47,,830684.0,822973.0,0,0,0
2023-06-09,2023,6,2,4,0,13183,949862.12,482166.1,0.0,705192.08,923014.7,679310.42,,834519.0,831991.0,0,0,0
2023-06-10,2023,6,2,5,1,15554,1098107.88,556700.85,0.0,949862.12,1082724.98,684420.44,,836717.0,845781.0,0,0,0
2023-06-11,2023,6,2,6,1,15549,1082047.83,547626.41,0.0,1098107.88,1077452.43,902144.2,,837373.0,851778.0,0,0,0
2023-06-12,2023,6,2,0,0,9678,682957.44,345647.99,0.0,1082047.83,673387.37,1079867.69,,838740.0,838547.0,0,0,0
2023-06-13,2023,6,2,1,0,9847,689670.1,348965.45,0.0,682957.44,668392.14,1052876.12,,841780.0,826441.0,0,0,0
2023-06-14,2023,6,2,2,0,10003,685308.5,346325.27,0.0,689670.1,684623.24,679829.11,,841878.0,826623.0,0,0,0
2023-06-15,2023,6,2,3,0,11455,838626.94,422880.73,542.5,685308.5,705192.08,693577.56,,860940.0,831458.0,1,0,0
2023-06-16,2023,6,2,4,0,15540,1117774.89,564487.3,542.5,838626.94,949862.12,685874.63,,884928.0,845855.0,1,0,0
2023-06-17,2023,6,2,5,1,17815,1281379.94,647378.53,542.5,1117774.89,1098107.88,699986.99,,911109.0,865235.0,1,0,0
2023-06-18,2023,6,2,6,1,17982,1312926.68,662480.84,542.5,1281379.94,1082047.83,922204.62,,944092.0,878259.0,1,0,0
2023-06-19,2023,6,2,0,0,11491,821426.88,414069.38,542.5,1312926.68,682957.44,1096494.7,,963873.0,869090.0,1,0,0
2023-06-20,2023,6,2,1,0,11250,830340.89,419866.56,542.5,821426.88,689670.1,1066637.49,,983969.0,861213.0,1,0,0
2023-06-21,2023,6,2,2,0,11546,842143.17,425772.92,542.5,830340.89,685308.5,697476.89,,1006374.0,866035.0,1,0,0
2023-06-22,2023,6,2,3,0,11549,824013.59,415761.42,542.5,842143.17,838626.94,707124.05,,1004287.0,869932.0,1,0,0
2023-06-23,2023,6,2,4,0,15146,1059660.15,534233.32,542.5,824013.59,1117774.89,700284.02,,995984.0,881911.0,1,0,0
2023-06-24,2023,6,2,5,1,17590,1292333.43,652083.2,542.5,1059660.15,1281379.94,689011.07,,997549.0,902022.0,1,0,0
2023-06-25,2023,6,2,6,1,17569,1267277.96,639554.59,542.5,1292333.43,1312926.68,930640.56,,991028.0,913243.0,1,0,0
2023-06-26,2023,6,2,0,0,11155,821280.39,414555.88,542.5,1267277.96,821426.88,1063563.52,,991007.0,905167.0,1,0,0
2023-06-27,2023,6,2,1,0,11539,816354.83,412397.45,542.5,821280.39,830340.89,1085969.0,,989009.0,896180.0,1,0,0
2023-06-28,2023,6,2,2,0,11516,823003.63,415052.45,542.5,816354.83,842143.17,695281.52,,986275.0,900437.0,1,0,0
2023-06-29,2023,6,2,3,0,11469,845774.49,427081.85,542.5,823003.63,824013.59,686400.99,,989384.0,905750.0,1,0,0
2023-06-30,2023,6,2,4,0,15253,1112831.77,562234.3,542.5,845774.49,1059660.15,697941.54,,996980.0,919579.0,1,0,0
2023-07-01,2023,7,3,5,1,17086,1217897.71,615625.62,542.5,1112831.77,1292333.43,677487.92,,986346.0,937593.0,1,0,0
2023-07-02,2023,7,3,6,1,16961,1206820.92,609086.61,542.5,1217897.71,1267277.96,923014.7,,977709.0,947053.0,1,0,0
2023-07-03,2023,7,3,0,0,11116,787706.79,398250.55,542.5,1206820.92,821280.39,1082724.98,,972913.0,937219.0,1,0,0
2023-07-04,2023,7,3,1,0,11000,785997.36,397544.21,542.5,787706.79,816354.83,1077452.43,,968576.0,927504.0,1,0,0
2023-07-05,2023,7,3,2,0,10907,766365.49,387035.36,542.5,785997.36,823003.63,673387.37,,960485.0,930603.0,1,0,0
2023-07-06,2023,7,3,3,0,10842,766359.01,386680.14,542.5,766365.49,845774.49,668392.14,,949140.0,933869.0,1,0,0
2023-07-07,2023,7,3,4,0,14714,1063262.32,537764.59,542.5,766359.01,1112831.77,684623.24,,942059.0,946490.0,1,0,0
2023-07-08,2023,7,3,5,1,16803,1224234.09,619107.45,542.5,1063262.32,1217897.71,705192.08,,942964.0,963792.0,1,0,0
2023-07-09,2023,7,3,6,1,17154,1213132.2,612811.07,542.5,1224234.09,1206820.92,949862.12,,943865.0,972567.0,1,0,0
2023-07-10,2023,7,3,0,0,11070,782157.08,395112.01,542.5,1213132.2,787706.79,1098107.88,,943073.0,962036.0,1,0,0
2023-07-11,2023,7,3,1,0,11041,787323.42,398799.11,542.5,782157.08,785997.36,1082047.83,,943262.0,952211.0,1,0,0
2023-07-12,2023,7,3,2,0,10870,778862.12,393505.67,542.5,787323.42,766365.49,682957.44,,945047.0,955408.0,1,0,0
2023-07-13,2023,7,3,3,0,10479,776075.41,391738.59,542.5,778862.12,766359.01,689670.1,,946435.0,958288.0,1,0,0
2023-07-14,2023,7,3,4,0,14488,1036389.27,522931.23,542.5,776075.41,1063262.32,685308.5,,942596.0,969991.0,1,0,0
2023-07-15,2023,7,3,5,1,17249,1222376.41,617359.75,542.5,1036389.27,1224234.09,838626.94,,942331.0,982783.0,1,0,0
2023-07-16,2023,7,3,6,1,14693,1024173.91,519895.54,0.0,1222376.41,1213132.2,1117774.89,,915337.0,979663.0,0,0,0
2023-07-17,2023,7,3,0,0,9390,662465.45,335239.45,0.0,1024173.91,782157.08,1281379.94,,898238.0,959032.0,0,0,0
2023-07-18,2023,7,3,1,0,9758,645399.66,327453.2,0.0,662465.45,787323.42,1312926.68,,877963.0,936781.0,0,0,0
2023-07-19,2023,7,3,2,0,9537,644261.55,326414.89,0.0,645399.66,778862.12,821426.88,,858735.0,930876.0,0,0,0
2023-07-20,2023,7,3,3,0,9601,669410.0,339487.33,0.0,644261.55,776075.41,830340.89,,843497.0,925511.0,0,0,0
2023-07-21,2023,7,3,4,0,12585,872364.28,441721.12,0.0,669410.0,1036389.27,842143.17,,820064.0,926519.0,0,0,0
