sale_date,total_revenue,ma_7day,ma_30day,deviation_from_30day_avg
2023-04-10,986921.97,1184875.0,1085545.0,-98623.0
2023-04-11,977362.66,1184999.0,1080703.0,-103340.0
2023-04-12,1002191.18,1190882.0,1090003.0,-87811.0
2023-04-13,980771.02,1190793.0,1098662.0,-117891.0
2023-04-14,1280773.47,1187407.0,1116953.0,163820.0
2023-04-15,1514365.15,1186504.0,1143164.0,371202.0
2023-04-16,1507560.24,1178564.0,1161437.0,346123.0
2023-04-17,966467.16,1175642.0,1156175.0,-189707.0
2023-04-18,988586.77,1177245.0,1150447.0,-161860.0
2023-04-19,995855.63,1176340.0,1159054.0,-163198.0
2023-04-20,975407.99,1175574.0,1168145.0,-192737.0
2023-04-21,2278702.11,1318135.0,1211357.0,1067345.0
2023-04-22,1995480.9,1386866.0,1244966.0,750515.0
2023-04-23,2000632.36,1457305.0,1269240.0,731392.0
2023-04-24,1272410.7,1501011.0,1260771.0,11640.0
2023-04-25,1278246.59,1542391.0,1252905.0,25342.0
2023-04-26,1268414.94,1581328.0,1262649.0,5766.0
2023-04-27,1296943.31,1627262.0,1273055.0,23888.0
2023-04-28,1687610.2,1542820.0,1296348.0,391262.0
2023-04-29,1148652.26,1421844.0,1302720.0,-154068.0
2023-04-30,1165614.28,1302556.0,1298112.0,-132498.0
2023-05-01,682655.16,1218305.0,1269644.0,-586989.0
2023-05-02,678805.57,1132671.0,1240852.0,-562046.0
2023-05-03,686899.56,1049597.0,1230818.0,-543918.0
2023-05-04,715091.13,966475.0,1222104.0,-507013.0
2023-05-05,923474.12,857313.0,1220853.0,-297379.0
2023-05-06,1100303.07,850406.0,1224817.0,-124514.0
2023-05-07,1087346.0,839225.0,1217579.0,-130233.0
2023-05-08,692126.5,840578.0,1189961.0,-497834.0
2023-05-09,705279.47,844360.0,1161365.0,-456086.0
2023-05-10,679310.42,843276.0,1151111.0,-471801.0
2023-05-11,684420.44,838894.0,1141347.0,-456926.0
2023-05-12,902144.2,835847.0,1138012.0,-235867.0
2023-05-13,1079867.69,832928.0,1141315.0,-61447.0
2023-05-14,1052876.12,828004.0,1133718.0,-80842.0
2023-05-15,679829.11,826247.0,1105900.0,-426071.0
2023-05-16,693577.56,824575.0,1078768.0,-385190.0
2023-05-17,685874.63,825513.0,1069415.0,-383540.0
2023-05-18,699986.99,827737.0,1059795.0,-359808.0
2023-05-19,922204.62,830602.0,1057340.0,-135135.0
2023-05-20,1096494.7,832978.0,1061376.0,35119.0
2023-05-21,1066637.49,834944.0,1020974.0,45664.0
2023-05-22,697476.89,837465.0,977707.0,-280230.0
2023-05-23,707124.05,839400.0,934590.0,-227466.0
2023-05-24,700284.02,841458.0,915519.0,-215235.0
2023-05-25,689011.07,839890.0,895878.0,-206867.0
2023-05-26,930640.56,841096.0,884619.0,46022.0
2023-05-27,1063563.52,836391.0,876839.0,186724.0
2023-05-28,1085969.0,839153.0,856785.0,229184.0
2023-05-29,695281.52,838839.0,841672.0,-146391.0
2023-05-30,686400.99,835879.0,825699.0,-139298.0
2023-05-31,697941.54,835544.0,826208.0,-128267.0
2023-06-01,677487.92,833898.0,826164.0,-148676.0
2023-06-02,923014.7,832808.0,834035.0,88980.0
2023-06-03,1082724.98,835546.0,846289.0,236436.0
2023-06-04,1077452.43,834329.0,851422.0,226031.0
2023-06-05,673387.37,831201.0,837191.0,-163804.0
2023-06-06,668392.14,828629.0,823226.0,-154834.0
2023-06-07,684623.24,826726.0,822976.0,-138353.0
2023-06-08,705192.08,830684.0,822973.0,-117781.0
2023-06-09,949862.12,834519.0,831991.0,117871.0
2023-06-10,1098107.88,836717.0,845781.0,252327.0
2023-06-11,1082047.83,837373.0,851778.0,230270.0
2023-06-12,682957.44,838740.0,838547.0,-155590.0
2023-06-13,689670.1,841780.0,826441.0,-136771.0
2023-06-14,685308.5,841878.0,826623.0,-141315.0
2023-06-15,838626.94,860940.0,831458.0,7169.0
2023-06-16,1117774.89,884928.0,845855.0,271920.0
2023-06-17,1281379.94,911109.0,865235.0,416145.0
2023-06-18,1312926.68,944092.0,878259.0,434668.0
2023-06-19,821426.88,963873.0,869090.0,-47663.0
2023-06-20,830340.89,983969.0,861213.0,-30872.0
2023-06-21,842143.17,1006374.0,866035.0,-23892.0
2023-06-22,824013.59,1004287.0,869932.0,-45918.0
2023-06-23,1059660.15,995984.0,881911.0,177749.0
2023-06-24,1292333.43,997549.0,902022.0,390312.0
2023-06-25,1267277.96,991028.0,913243.0,354035.0
2023-06-26,821280.39,991007.0,905167.0,-83886.0
2023-06-27,816354.83,989009.0,896180.0,-79825.0
2023-06-28,823003.63,986275.0,900437.0,-77434.0
2023-06-29,845774.49,989384.0,905750.0,-59975.0
2023-06-30,1112831.77,996980.0,919579.0,193252.0
2023-07-01,1217897.71,986346.0,937593.0,280305.0
2023-07-02,1206820.92,977709.0,947053.0,259768.0
2023-07-03,787706.79,972913.0,937219.0,-149512.0
2023-07-04,785997.36,968576.0,927504.0,-141507.0
2023-07-05,766365.49,960485.0,930603.0,-164238.0
2023-07-06,766359.01,949140.0,933869.0,-167510.0
2023-07-07,1063262.32,942059.0,946490.0,116772.0
2023-07-08,1224234.09,942964.0,963792.0,260443.0
2023-07-09,1213132.2,943865.0,972567.0,240565.0
2023-07-10,782157.08,943073.0,962036.0,-179878.0
2023-07-11,787323.42,943262.0,952211.0,-164888.0
2023-07-12,778862.12,945047.0,955408.0,-176546.0
2023-07-13,776075.41,946435.0,958288.0,-182213.0
2023-07-14,1036389.27,942596.0,969991.0,66398.0
2023-07-15,1222376.41,942331.0,982783.0,239594.0
2023-07-16,1024173.91,915337.0,979663.0,44511.0
2023-07-17,662465.45,898238.0,959032.0,-296567.0
2023-07-18,645399.66,877963.0,936781.0,-291382.0
2023-07-19,644261.55,858735.0,930876.0,-286614.0
2023-07-20,669410.0,843497.0,925511.0,-256101.0
2023-07-21,872364.28,820064.0,926519.0,-54155.0
2023-07-22,1008762.13,789548.0,932677.0,76085.0
2023-07-23,1025863.89,789790.0,931551.0,94313.0
2023-07-24,675617.71,791668.0,910993.0,-235376.0
2023-07-25,649975.46,792322.0,890417.0,-240441.0
2023-07-26,669833.82,795975.0,885368.0,-215535.0
2023-07-27,658377.73,794399.0,880103.0,-221725.0
2023-07-28,893056.37,797355.0,882438.0,10619.0
2023-07-29,1035228.5,801136.0,888753.0,146476.0
2023-07-30,1028964.14,801579.0,885957.0,143007.0
2023-07-31,650049.12,797926.0,867029.0,-216980.0
2023-08-01,647254.87,797538.0,848377.0,-201122.0
2023-08-02,669339.13,797467.0,844431.0,-175092.0
2023-08-03,649395.15,796184.0,839878.0,-190483.0
2023-08-04,879314.77,794221.0,843643.0,35672.0
2023-08-05,1023882.13,792600.0,852227.0,171655.0
2023-08-06,1002685.32,788846.0,850208.0,152478.0
2023-08-07,654138.62,789430.0,831204.0,-177066.0
2023-08-08,665202.42,791994.0,812940.0,-147738.0
2023-08-09,658518.25,790448.0,808819.0,-150300.0
2023-08-10,665642.34,792769.0,804763.0,-139120.0
2023-08-11,902134.91,796029.0,808872.0,93263.0
2023-08-12,994666.02,791855.0,816158.0,178508.0
2023-08-13,1035077.82,796483.0,816114.0,218963.0
2023-08-14,652145.19,796198.0,797107.0,-144961.0
2023-08-15,880276.23,826923.0,792310.0,87966.0
2023-08-16,862406.17,856050.0,798975.0,63431.0
2023-08-17,878502.2,886458.0,806745.0,71757.0
2023-08-18,1190174.64,927607.0,824942.0,365233.0
2023-08-19,1348905.04,978212.0,847592.0,501313.0
2023-08-20,1395747.26,1029737.0,865038.0,530709.0
2023-08-21,904645.87,1065808.0,861567.0,43079.0
2023-08-22,894212.92,1067799.0,857179.0,37034.0
2023-08-23,907580.79,1074253.0,864911.0,42670.0
2023-08-24,875542.94,1073830.0,872430.0,3113.0
2023-08-25,1184862.49,1073071.0,889598.0,295265.0
2023-08-26,1381271.27,1077695.0,913694.0,467577.0
2023-08-27,1352038.41,1071451.0,928993.0,423045.0
2023-08-28,881580.61,1068156.0,923872.0,-42291.0
2023-08-29,914540.44,1071060.0,920058.0,-5517.0
2023-08-30,879160.6,1067000.0,927695.0,-48534.0
2023-08-31,882417.57,1067982.0,935534.0,-53116.0
2023-09-01,1231620.99,1074661.0,954276.0,277345.0
2023-09-02,1429360.49,1081531.0,980275.0,449085.0
2023-09-03,1460734.67,1097059.0,999656.0,461079.0
2023-09-04,933421.7,1104465.0,996640.0,-63219.0
2023-09-05,951895.19,1109802.0,994947.0,-43052.0
2023-09-06,944427.2,1119125.0,1004624.0,-60197.0
2023-09-07,921176.95,1124662.0,1013156.0,-91979.0
2023-09-08,1263959.88,1129282.0,1033338.0,230622.0
2023-09-09,1421420.84,1128148.0,1058530.0,362891.0
2023-09-10,1464908.6,1128744.0,1077289.0,387619.0
2023-09-11,687873.22,1093666.0,1067063.0,-379190.0
2023-09-12,699466.5,1057605.0,1055876.0,-356409.0
2023-09-13,693434.19,1021749.0,1057252.0,-363818.0
2023-09-14,682879.92,987706.0,1050672.0,-367792.0
2023-09-15,914042.36,937718.0,1052394.0,-138351.0
2023-09-16,1074934.95,888220.0,1058941.0,15994.0
2023-09-17,1066038.09,831238.0,1054803.0,11235.0
2023-09-18,694234.49,832147.0,1032981.0,-338747.0
2023-09-19,687131.53,830385.0,1009361.0,-322229.0
2023-09-20,690710.65,829996.0,1002229.0,-311519.0
2023-09-21,697639.2,832104.0,995677.0,-298038.0
2023-09-22,925509.2,833743.0,996275.0,-70765.0
2023-09-23,1089259.88,835789.0,1003398.0,85861.0
2023-09-24,1049474.61,833423.0,998885.0,50589.0
2023-09-25,687412.42,832448.0,975757.0,-288344.0
2023-09-26,696617.7,833803.0,953909.0,-257292.0
2023-09-27,687272.78,833312.0,947433.0,-260160.0
2023-09-28,694334.66,832840.0,940092.0,-245758.0
2023-09-29,917105.69,831640.0,941357.0,-24252.0
2023-09-30,1071917.15,829162.0,947674.0,124243.0
2023-10-01,1146266.8,842990.0,944829.0,201438.0
2023-10-02,756689.57,852886.0,922406.0,-165717.0
2023-10-03,735336.67,858418.0,898226.0,-162890.0
2023-10-04,758512.44,868595.0,892396.0,-133884.0
2023-10-05,745679.97,875930.0,885522.0,-139842.0
2023-10-06,996241.71,887235.0,887249.0,108992.0
2023-10-07,1128976.26,895386.0,894176.0,234800.0
2023-10-08,1168184.49,898517.0,890984.0,277201.0
2023-10-09,741815.08,896392.0,868330.0,-126515.0
2023-10-10,732837.19,896035.0,843928.0,-111090.0
2023-10-11,728482.01,891745.0,845281.0,-116799.0
2023-10-12,726558.63,889014.0,846184.0,-119626.0
2023-10-13,991941.88,888399.0,856135.0,135807.0
2023-10-14,1136126.22,889421.0,871243.0,264883.0
2023-10-15,1174157.59,890274.0,879913.0,294244.0
2023-10-16,745990.51,890871.0,868949.0,-122958.0
2023-10-17,752182.98,893634.0,858487.0,-106304.0
2023-10-18,744990.22,895993.0,860179.0,-115188.0
2023-10-19,744443.34,898548.0,862089.0,-117646.0
2023-10-20,1001505.54,899914.0,872449.0,129057.0
2023-10-21,1156268.23,902791.0,887736.0,268532.0
2023-10-22,1156807.56,900313.0,895446.0,261361.0
2023-10-23,738261.55,899208.0,883746.0,-145485.0
2023-10-24,759185.69,900209.0,874070.0,-114884.0
2023-10-25,739187.41,899380.0,875796.0,-136609.0
2023-10-26,736094.81,898187.0,877112.0,-141017.0
2023-10-27,972838.23,894092.0,886631.0,86208.0
2023-10-28,1155247.11,893946.0,901994.0,253253.0
2023-10-29,1173599.23,896345.0,910544.0,263055.0
2023-10-30,761553.01,899672.0,900199.0,-138646.0
2023-10-31,742987.23,897358.0,886756.0,-143769.0
2023-11-01,1013238.11,936508.0,895308.0,117930.0
2023-11-02,1044301.92,980538.0,905607.0,138695.0
2023-11-03,1375407.7,1038048.0,926170.0,449238.0
2023-11-04,1635576.9,1106666.0,955833.0,679744.0
2023-11-05,1601447.81,1167788.0,976006.0,625441.0
2023-11-06,1041217.74,1207740.0,973081.0,68137.0
2023-11-07,1016080.43,1246753.0,968011.0,48069.0
2023-11-08,1047190.91,1251603.0,978190.0,69001.0
2023-11-09,1072606.64,1255647.0,989516.0,83091.0
2023-11-10,1391603.5,1257961.0,1011620.0,379984.0
2023-11-11,1627350.04,1256785.0,1041646.0,585704.0
2023-11-12,1637281.7,1261904.0,1063158.0,574124.0
2023-11-13,1025206.97,1259617.0,1059460.0,-34253.0
2023-11-14,1036708.84,1262564.0,1054879.0,-18170.0
2023-11-15,1024731.34,1259356.0,1064170.0,-39439.0
2023-11-16,1052325.68,1256458.0,1074175.0,-21849.0
2023-11-17,1384911.7,1255502.0,1095506.0,289406.0
2023-11-18,1626392.57,1255366.0,1124904.0,501489.0
2023-11-19,1653910.61,1257741.0,1146651.0,507260.0
2023-11-20,1046417.54,1260771.0,1142989.0,-96571.0
2023-11-21,1049396.64,1262584.0,1139409.0,-90012.0
2023-11-22,1056573.44,1267133.0,1150019.0,-93446.0
2023-11-23,1032212.74,1264259.0,1159120.0,-126907.0
2023-11-24,3845702.54,1615801.0,1262670.0,2583032.0
2023-11-25,4457216.55,2020204.0,1386708.0,3070509.0
2023-11-26,4326387.63,2401987.0,1498493.0,2827895.0
2023-11-27,4636323.71,2914830.0,1614529.0,3021795.0
2023-11-28,1658327.0,3001821.0,1630686.0,27641.0
2023-11-29,1028244.01,2997773.0,1639576.0,-611332.0
2023-11-30,1035637.27,2998263.0,1649331.0,-613694.0
2023-12-01,1448445.58,2655797.0,1663838.0,-215392.0
2023-12-02,1706132.17,2262785.0,1685899.0,20233.0
2023-12-03,1732637.41,1892250.0,1697807.0,34831.0
2023-12-04,1097829.85,1386750.0,1679882.0,-582052.0
2023-12-05,1089527.36,1305493.0,1662818.0,-573290.0
2023-12-06,1081140.26,1313050.0,1664148.0,-583008.0
2023-12-07,1108644.97,1323480.0,1667234.0,-558589.0
2023-12-08,1477272.16,1327598.0,1681570.0,-204298.0
2023-12-09,1715565.62,1328945.0,1703002.0,12564.0
2023-12-10,3600566.39,1595792.0,1776634.0,1823932.0
2023-12-11,2367261.81,1777140.0,1801298.0,565964.0
2023-12-12,2267572.17,1945432.0,1822307.0,445265.0
2023-12-13,2328896.72,2123683.0,1865764.0,463133.0
2023-12-14,2311624.19,2295537.0,1908261.0,403363.0
2023-12-15,3114212.08,2529386.0,1977910.0,1136302.0
2023-12-16,3684857.57,2810713.0,2065661.0,1619196.0
2023-12-17,3655387.72,2818545.0,2141344.0,1514044.0
2023-12-18,2310328.06,2810411.0,2164142.0,146186.0
2023-12-19,2309554.77,2816409.0,2185997.0,123558.0
2023-12-20,2343687.12,2818522.0,2229239.0,114448.0
2023-12-21,2344651.41,2823240.0,2272414.0,72237.0
2023-12-22,3097567.42,2820862.0,2340447.0,757120.0
2023-12-23,3666959.78,2818305.0,2428272.0,1238688.0
2023-12-24,3663118.22,2819410.0,2422186.0,1240932.0
2023-12-25,2341923.16,2823923.0,2351676.0,-9753.0
2023-12-26,1113748.72,2653094.0,2244588.0,-1130839.0
2023-12-27,1100909.34,2475554.0,2126741.0,-1025832.0
2023-12-28,1087981.04,2296030.0,2107729.0,-1019748.0
2023-12-29,1464228.38,2062696.0,2122262.0,-658034.0
2023-12-30,1722042.19,1784850.0,2145142.0,-423100.0
2023-12-31,1707128.69,1505423.0,2153765.0,-446637.0
2024-01-01,740475.8,1276645.0,2121577.0,-1381101.0
2024-01-02,744848.14,1223945.0,2088650.0,-1343802.0
2024-01-03,748970.33,1173668.0,2077022.0,-1328051.0
2024-01-04,733370.36,1123009.0,2065150.0,-1331779.0
2024-01-05,971750.01,1052655.0,2061503.0,-1089753.0
2024-01-06,1139869.6,969488.0,2062544.0,-922675.0
2024-01-07,1162519.6,891686.0,2052053.0,-889533.0
2024-01-08,750617.6,893135.0,2019888.0,-1269270.0
2024-01-09,732942.85,891434.0,1924300.0,-1191357.0
2024-01-10,729618.63,888670.0,1869712.0,-1140093.0
2024-01-11,752238.17,891365.0,1819201.0,-1066963.0
2024-01-12,995414.59,894746.0,1774752.0,-779337.0
2024-01-13,1159500.56,897550.0,1736347.0,-576847.0
2024-01-14,1146677.09,895287.0,1670763.0,-524086.0
2024-01-15,756562.45,896136.0,1573153.0,-816591.0
2024-01-16,626137.82,880878.0,1472178.0,-846040.0
2024-01-17,633914.69,867206.0,1416298.0,-782383.0
2024-01-18,622388.25,848656.0,1360059.0,-737670.0
2024-01-19,859027.6,829173.0,1310570.0,-451542.0
2024-01-20,1000474.51,806455.0,1265764.0,-265290.0
2024-01-21,974651.46,781880.0,1195000.0,-220349.0
2024-01-22,624066.49,762952.0,1093571.0,-469504.0
2024-01-23,643187.65,765387.0,992906.0,-349719.0
2024-01-24,635972.5,765681.0,936041.0,-300069.0
2024-01-25,642023.48,768486.0,920317.0,-278294.0
2024-01-26,841720.39,766014.0,911677.0,-69957.0
2024-01-27,999015.67,765805.0,908712.0,90304.0
2024-01-28,1013707.41,771385.0,893694.0,120013.0
2024-01-29,634597.73,772889.0,857446.0,-222849.0
2024-01-30,635042.58,771726.0,821710.0,-186668.0
2024-01-31,629401.11,770787.0,818008.0,-188607.0
2024-02-01,638062.1,770221.0,814448.0,-176386.0
2024-02-02,846934.09,770966.0,817714.0,29221.0
2024-02-03,990288.13,769719.0,826277.0,164011.0
2024-02-04,1009972.45,769185.0,827552.0,182421.0
2024-02-05,633768.26,769067.0,810682.0,-176913.0
2024-02-06,631592.19,768574.0,792984.0,-161392.0
2024-02-07,633894.84,769216.0,789093.0,-155198.0
2024-02-08,636497.81,768993.0,785878.0,-149381.0
2024-02-09,843826.59,768549.0,789685.0,54141.0
2024-02-10,982803.17,767479.0,797371.0,185432.0
2024-02-11,991178.29,764794.0,797230.0,193949.0
2024-02-12,625464.41,763608.0,779428.0,-153964.0
2024-02-13,636288.23,764279.0,762415.0,-126127.0
2024-02-14,636191.11,764607.0,758403.0,-122212.0
2024-02-15,638912.1,764952.0,758829.0,-119917.0
2024-02-16,840245.18,764440.0,765707.0,74539.0
2024-02-17,998217.19,766642.0,778234.0,219983.0
2024-02-18,999273.72,767799.0,782909.0,216365.0
2024-02-19,638332.32,769637.0,770838.0,-132505.0
2024-02-20,641729.22,770414.0,759740.0,-118011.0
2024-02-21,643747.45,771494.0,760396.0,-116649.0
2024-02-22,632938.1,770640.0,760055.0,-127116.0
2024-02-23,848620.27,771837.0,767143.0,81477.0
2024-02-24,989105.96,770535.0,778712.0,210394.0
2024-02-25,983835.75,768330.0,783449.0,200386.0
2024-02-26,637873.18,768264.0,771411.0,-133538.0
2024-02-27,644502.84,768661.0,759105.0,-114602.0
2024-02-28,633250.81,767161.0,759060.0,-125809.0
2024-02-29,636298.51,767641.0,759102.0,-122803.0
2024-03-01,958984.03,783407.0,770088.0,188896.0
2024-03-02,1150047.14,806399.0,787154.0,362893.0
2024-03-03,1160516.55,831639.0,797607.0,362910.0
2024-03-04,743505.9,846729.0,789380.0,-45875.0
2024-03-05,720210.19,857545.0,779722.0,-59512.0
2024-03-06,728258.81,871117.0,782871.0,-54613.0
2024-03-07,723462.71,883569.0,785934.0,-62471.0
2024-03-08,969867.76,885124.0,797133.0,172735.0
2024-03-09,1158108.44,886276.0,814520.0,343589.0
2024-03-10,1151410.2,884975.0,824773.0,326638.0
2024-03-11,1026444.62,925395.0,826227.0,200217.0
2024-03-12,1021139.29,968385.0,827226.0,193913.0
2024-03-13,1031107.72,1011649.0,840748.0,190360.0
2024-03-14,1018291.76,1053767.0,853481.0,164811.0
2024-03-15,1361278.32,1109683.0,877651.0,483628.0
2024-03-16,1582561.21,1170319.0,909106.0,673456.0
2024-03-17,1597813.25,1234091.0,934358.0,663455.0
2024-03-18,1034509.44,1235243.0,935568.0,98942.0
2024-03-19,1018020.11,1234797.0,936192.0,81828.0
2024-03-20,1039334.98,1235973.0,949559.0,89776.0
2024-03-21,1024531.43,1236864.0,962319.0,62212.0
2024-03-22,1334391.33,1233023.0,985341.0,349051.0
2024-03-23,1617106.85,1237958.0,1018146.0,598961.0
2024-03-24,1563570.47,1233066.0,1041978.0,521592.0
2024-03-25,997643.55,1227800.0,1042263.0,-44619.0
2024-03-26,1054783.56,1233052.0,1044627.0,10156.0
2024-03-27,1012366.0,1229199.0,1057111.0,-44745.0
2024-03-28,1019450.14,1228473.0,1069609.0,-50159.0
2024-03-29,1365897.94,1232974.0,1094030.0,271868.0
2024-03-30,1571032.83,1226392.0,1125188.0,445845.0
2024-03-31,1594383.23,1230794.0,1146368.0,448015.0
2024-04-01,1033631.35,1235935.0,1142488.0,-108856.0
2024-04-02,1007437.88,1229171.0,1137385.0,-129947.0
2024-04-03,991163.93,1226142.0,1145640.0,-154476.0
2024-04-04,1039444.44,1228999.0,1156281.0,-116837.0
2024-04-05,1364252.33,1228764.0,1177481.0,186771.0
2024-04-06,1582028.53,1230335.0,1206100.0,375928.0
2024-04-07,1591278.46,1229891.0,1226814.0,364465.0
2024-04-08,1033534.56,1229877.0,1222661.0,-189127.0
2024-04-09,1017315.33,1231288.0,1218191.0,-200876.0
2024-04-10,1837996.04,1352264.0,1245243.0,592753.0
2024-04-11,1279278.19,1386526.0,1253848.0,25430.0
2024-04-12,1772205.75,1444805.0,1278551.0,493655.0
2024-04-13,2037529.91,1509877.0,1312526.0,725004.0
2024-04-14,2075234.44,1579013.0,1336324.0,738910.0
2024-04-15,1347177.77,1623820.0,1328478.0,18700.0
2024-04-16,1313428.62,1666122.0,1318999.0,-5570.0
2024-04-17,1330105.2,1593566.0,1328852.0,1253.0
2024-04-18,734119.85,1515686.0,1319388.0,-585269.0
2024-04-19,990448.87,1404006.0,1317759.0,-327310.0
2024-04-20,1101820.07,1270334.0,1320335.0,-218515.0
2024-04-21,1137983.58,1136441.0,1313788.0,-175805.0
2024-04-22,742395.86,1050043.0,1284631.0,-542235.0
2024-04-23,733639.79,967216.0,1256967.0,-523327.0
2024-04-24,715865.25,879468.0,1247574.0,-531709.0
2024-04-25,741061.22,880459.0,1237117.0,-496056.0
2024-04-26,966237.42,877000.0,1235579.0,-269342.0
2024-04-27,1125856.86,880434.0,1239126.0,-113269.0
2024-04-28,1133351.57,879773.0,1231375.0,-98023.0
